Unnamed: 0,label,text,__index_level_0__
429,2,"•	Studium an der Gasthochschule 
Das Studieren an der UIB hat mir persönlich sehr gut gefallen. Man hat ca. 2 Wochen Zeit um sich alle Kurse anzuschauen, um dann zu entscheiden welche Kurse man letztendlich wählt.  Ich persönlich habe nur Kurse auf Spanisch belegt. Neben dem Kursinhalt habe ich darauf geachtet ob der/die Kursleitende Erasmus-freundlich ist, ´mit welchen Hilfsmitteln er den Kurs hält und welche Prüfungsart angewendet wird. In Palma ist die Mehrheit der Kurse zweimal wöchentlich á eineinhalb Stunden, daher ist es nicht leicht die Kursauswahl so zu gestalten, dass es keine Überschneidungen gibt. Das Niveau ist je nach Kurs und Professor unterschiedlich. Das Niveau in Bezug auf meine Kurse erläutere ich weiter unten genauer. Die Kursteilnehmer sind im Vergleich zu Mannheim sehr wenige. In meinem Fall befand sich die Teilnehmerzahl zwischen 6 und 25. Mir persönlich hat das familiäre Kursklima sehr gut gefallen, besonders als Erasmus-Student ist es von Vorteil, da jederzeit Unklarheiten geklärt werden können.
Die Vorlesungszeiten sind je nach Kurs unterschiedlich, oft jedoch nachmittags. Jedes Gebäude hat eine Mensa und eine Bibliothek in denen man sich in seinen Pausen aufhalten kann. In der Bibliothek findet man außerhalb der Examenszeiten immer einen Platz. Rund um die Examenszeit sollte man früh da sein, um noch einen Platz zu finden.",357
53,2,"Die Kurse an der Sozialwissenschaftlichen Fakultät in Ljubljana sind in der Politikwissenschaft, größtenteils auf Englisch und vom Inhalt her auf Internationale Beziehungen ausgerichtet., dementsprechend sind Kurse aus bspw. der Politischen Soziologie oft schwerer zu finden.  Inhaltlich sind die Kurse sehr interessant, da sie oft auch aktuelle Themen miteinbeziehen sowie die Lehrenden durch ihre Kontakte oft Gastvorträge organisieren oder Erfahrungen aus der eigenen Tätigkeit bspw. in internationalen Organisationen oder Staatlichen Institutionen in den Kurs einbringen. _x000D_
Der Arbeitsaufwand für die Kurse war oftmals über das Semester aufgeteilt so zählt oftmals nicht eine Leistung in die Endnote, sondern mehrere Teilleistungen, die über das Semester hinweg erbracht werden. So war der Arbeitsaufwand in der Klausurenphase im Januar/Februar niedriger und mehr über das Semester verteilt. Manche Kurse hatten eine Anwesenheitspflicht, bspw. wenn Präsentationen gehalten wurden oder Diskussionen stattfinden sollten. Im Allgemeinen war der Aufwand während des Semesters teilweise deutlich höher als in Mannheim, durch viele Präsentationen, und Abgaben etc. jedoch ist dies oft auch kursabhängig. Die Dozenten sind sehr freundlich, kommunikativ und fair in der Bewertung und alles in allem schafft man es bei normalem Arbeitsaufwand zu einer guten Note zu kommen._x000D_
Es bietet sich an vor Beginn des Semesters einen Slowenisch-Sprachkurs zu machen, da sich da oft die ersten Kontakte bilden und man Grundkenntnisse der Slowenischen Sprachen erlernen kann. Vom Leben auf dem Campus habe ich durch die Online-Lehre und den Lockdown nicht viel mitbekommen, jedoch ist die Fakultät ausgestattet mit vielen Cafés und einem schönen Park, sowie mit einer Bibliothek auf dem Gelände.",45
189,1,"Stundenplan_x000D_
Austauschstudenten haben das Glück, sich für ihre Vorlesungen früher im Webportal eintragen zu können, als die meisten Studenten. Deshalb achte auf deinen Starttermin für die Vorlesungswahl und trage dich frühzeitig ein! Bei Mastervorlesungen war das weniger ein Problem. Die Bachelorvorlesungen insbesondere in BWL sind jedoch oft ausgebucht und man kann nur Veranstaltungen belegen, für die man online einen Platz bekommen hat. Sehr geholfen hat mir bei meiner Vorlesungswahl ratemyprofessors. Die Berichte zu den Professoren haben in meinem Fall gestimmt und mir sehr geholfen an einer fremden Uni mit fremden Professoren schnell einen guten Überblick zu bekommen. Ich hatte tolle Professoren._x000D_
_x000D_
Das Studium an der SDSU_x000D_
Meine Mathevorlesungen hatten keine Anwesenheitspflicht, jedoch ist das die Ausnahme. Die Vorlesungen an der SDSU waren insgesamt einfacher als an der Uni Mannheim. Der Arbeitsaufwand entsteht durch die Masse an Assignments, Midterms und Papern, die man während des Semesters zu bearbeiten hat. Die Professoren sind eher wie Lehrer für ihre Klassen. Sie kennen die Gesichter ihrer Studenten und reagieren auf jede Email. Inhaltlich sind die Kurse wesentlich praxisorientierter und weniger theoretisch ausgerichtet._x000D_
_x000D_
Campusleben_x000D_
Ansonsten gibt es oft Streetfood auf dem Campus. Wer Geld sparen möchte, kann sich auch etwas mitbringen und in den Mikrowellen aufwärmen. Subway und Panda Express werde ich eine Weile nicht mehr sehen können. _x000D_
Studenten können sich kostenlose Tickets zu den Footballspielen der Azteks im Qualcomm Stadion und zu den Basketball Spielen der Azteks in der Viejas Arena auf dem Campus abholen! Beides ist definitiv einen Besuch wert._x000D_
Für $20 im Monat bekommt man zudem eine Mitgliedschaft im Gym auf dem Campus._x000D_
In den ersten Monaten des Semesters gab es kostenlose Events auf dem Campus, wie eine Magiershow oder einen Hypnotiseur, was ich etwas spät bemerkt habe. Die Shows haben mir sehr gut gefallen und es gab Snacks._x000D_
Noch ein Tipp: Bei der California Coast Bank auf dem Campus fallen keine Gebühren beim Geldabheben mit einer deutschen Karte an. Ich konnte es nur mit einer Kreditkarte der DKB testen, aber denke es wird auch mit den Karten anderer Banken möglich sein. Ansonsten kostet es ca. 3-5$ pro Abbuchung.",164
1101,1,"Das Semester in Göteborg ist in vier Terms aufgeteilt, die jeweils 5 Wochen dauern. Alle Kurse geben daher 7.5 ECTS und finden entweder als Vollzeitkurs in einem der vier Terms oder als Teilzeitkurs über Terms 1-2 oder 3-4 statt. Die Vorlesungen selbst finden meist zwischen 9.00 und 18.00 statt.

Die unterschiedlichen Fakultäten der Uni Göteborg sind alle über die ganze Stadt verteilt. Die Handelshögskolan (Handels) ist direkt neben Haga einem der schönsten Stadtteile von Göteborg in dem es viele Cafés gibt. Eine Mensa gibt es an der Handels zwar, mit 7 Euro pro Mittagessen bringen sich die meisten Studenten allerdings etwas zu Essen mit und wärmen es in den vielen Mikrowellen vor Ort auf oder kaufen sich etwas in den umliegenden Schnellimbissen. Allgemein sind die Lunchangebote in der Stadt sehr gut und man bekommt in den Restaurants oft für 10 Euro ein Hauptgericht plus Salatbüffet und Nachtisch.

Für Masterstudenten gab es ca. 25 Kurse zur Auswahl wobei manche Kurse bzgl. Voraussetzungen oder begrenzter Plätze eingeschränkt waren. Die Kurswahl für das FSS fand Anfang Dezember statt. Die Bestätigung der Kurse haben wir allerdings erst recht kurzfristig vor Beginn des Semesters erhalten, daher sollte man ggf. zusätzliche Learning Agreements abschließen, wenn man kapazitätsbeschränkte Kurse wählt. Man konnte vor der Kurswahl online das Kursangebot für Austauschstudenten einsehen sowie den jeweiligen Schedule, Syllabus, Readings und die Prüfungsart. Hier war es wichtig die Kurse bzgl. Überschneidungen zu überprüfen, da es Veranstaltungen mit Anwesenheitspflicht gibt. Grundsätzlich gab es in meinen Kursen normale Vorlesungen, Seminare (oft mit Anwesenheitspflicht), Workshops sowie Exkursionen. Außerdem haben die Kurse hier nicht zwangsläufig eine Klausur am Ende des Terms sondern können auch über Assignments, Präsentation o.ä. benotet werden. Im Allgemeinen scheint man in Schweden mehr Wert auf die Readings als die Vorlesungen zu legen. Gruppenarbeiten gibt es außerdem recht häufig. Das Niveau liegt meines Erachtens nach etwas unter dem Mannheimer Niveau wobei dies auch stark vom Kurs abhängig ist. Erwähnenswert ist noch, dass es nur die Noten ‘Pass with Distinction‘ (über 75%), ‘Pass‘ (50-75%) und ‘Fail‘ (unter 50%) gibt.

Zur Anerkennung der Kurse ging es teilweise sehr schnell und unkompliziert von den Mannheimer Lehrstühlen die Learning Agreements zu bekommen, teilweise war es etwas mehr Aufwand und mit längeren Wartezeiten verbunden. Zu beachten ist, dass man als Internationale Kurse in Mannheim insgesamt 18 ECTS anrechnen kann, d.h. nur zwei Kurse von Göteborg.

Schwedisch-Kurse in mehreren Niveaus werden von der Uni Göteborg kostenlos angeboten. Die Kurse finden 10x abends statt und dauern jeweils ca. 2h. Hierzu konnte man sich zu Beginn des Semesters anmelden und das benötigte Buch in der Bib ausleihen.",917
1100,2,"Das Kursangebot ist meiner Meinung nach ganz gut und die Themen können ganz spannend sein. Man kann auch gut über Thailändische und Südostasiatische Perspektiven lernen. Das Niveau ist etwas niedriger als man es in der Uni Mannheim gewohnt ist unter anderem weil die meisten Studierenden recht schüchtern sind und sich fast nie am Unterricht beteiligen was leider dann Auswirkungen an den Lerninhalten hat. Ansonsten fand ich aber den generellen Inhalt recht spannend, hätte mir aber gewünscht, dass wir etwas mehr in die Tiefe eingestiegen wären. Die Anerkennung läuft ja momentan noch, aber als ich am Anfang des Semesters die Kurse mit dem Learning Agreement dem Studiumsmanagement geschickt habe wurde gesagt, dass alles für die Anrechnung passen würde. Insgesamt habe ich vier Kurse belegt (mehr durfte man als Austauschstudierender auch nicht) 1 HS und 1 VL fürs Aufbaumodul Internationale Beziehungen und 1 HS und 1 VL fürs Aufbaumodul Vergleichende Regierungslehre. Die Kurse sind alle im Format ähnlich wie in einem Seminar wo man eine Dozentin hat mit zwischen 15-30 Studierenden welcher je nach Lehrstil den Kurs gestaltet. Kurse finden zwei mal die Woche jeweils 2 Stunden pro Einheit statt, allerdings gibt es in der Regel entweder eine 10 minütige Pause zwischendurch oder man wird früher raus gelassen. Das Semester war ein Trimester daher etwas kompakter als an einer Uni mit zwei Semestern im Jahr und meine Vorlesungszeit ging von Anfang/Mitte September bis Ende November. Auf dem Campus sind unterschiedliche Mensen, bzw. Orte mit Essensständen und einige 7-Elevens und einige Cafes. Daher ist man recht gut ausgestattet und kann weiterhin sehr billig sich zurechtfinden. Einen guten Co-Working Space gibts auch in der MUIC, welcher allerdings aufgrund der Klimatisierung recht kühl werden kann deswegen wäre es auch sinnvoll auch generell in den Klassenräumen einen Pulli mit sich zu bringen. Eine Uniform gibt es auch, jedoch wie streng das durchgesetzt wird hängt von den Dozenten ab. Meine Dozenten waren da sehr gelassen, allerdings war das z. B. bei den Business Administration Studierenden anders. Das Englischniveau ist von den Dozenten gut und ich hatte nie irgendwelche Verständnisprobleme, allerdings variiert es bei den Thai Studierenden. In der Regel hatte ich auch bei den Studierenden auch nie ein Problem, aber manchmal kann es sein, dass wenn man hörverständnis Probleme mit Akzenten und derart Sachen hat, dass man nicht alles deutlich versteht. Es gibt einen Thai Langauge and Culture Kurs der von vielen Austauschstudierenden belegt wurde, allerdings konnte ich ihn leider nicht belegen, da man nur 4 Kurse belegen darf und ich in dem Semester die 4 für meine Aufbaumodule anrechnen lassen wollte.",916
178,1,"Der Campus der HUFS ist sehr übersichtlich und das Raum- und Gebäudesystem sehr klar, weshalb ich nie Probleme hatte, einen Raum oder ein Gebäude zu finden. Die Gestaltung der Kurse unterscheidet sich stark von der Universität Mannheim, da die Note sich aus mehreren Komponenten zusammensetzt. Diese sind Anwesenheit, Mitarbeit, Midterm, Final und gegebenenfalls Assignments. Je nach Kurs machen diese Kriterien prozentual verschiedene Anteile aus. Für mich hat sich bei diesem System gezeigt, dass man zwar während des Semesters mehr arbeitet bzw. arbeiten msus, aber weniger Druck bei der finalen Klausur hat. Belegt habe ich drei Kurse für das IKW-Modul: 
1. Korea History (2 Credits), 2 Wochenstunden: Infos über die koreanische Geschichte, sehr interessant, aber mit Abstand der anspruchsvollste Kurs, den ich belegt habe, der indische Dozent ist ein etwas speziellerer Charakter, aber ich kam gut mit ihm zurecht
2. Culture & Language (2 Credits), 2 Wochenstunden: intensive Betrachtung des Verhältnisses von Sprache und Kultur und dessen Phänomenen, große Empfehlung, wenn man gerne in der Gruppe arbeitet und diskutiert
3. Understanding Culture (3 Credits), 3 Wochenstunden: jede Woche wurde ein anderer Aspekt von Kultur besprochen, ähnelte am ehesten einer klassischen Vorlesung",154
256,2,"Das Semester beginnt Mitte September, vorher gibt es noch die einwöchige Einführungswoche. Insgesamt hatten wir nur zehn Vorlesungswochen (die elfte Vorlesungswoche Ende November ist an der School of Economics eine Reading Week). Vor der Klausurenphase (Mitte Dezember) hat demnach jeder Economics-Student mindestens zwei Wochen frei. Da meine Klausuren alle erst in der zweiten Hälfte der Klausurenphase waren (die Woche vor Weihnachten), hatte ich sehr viel Zeit für die Klausurvorbereitung.
Es gibt ein relativ breites Angebot an Kursen und viele haben meiner Meinung nach auch sehr interessant geklungen. Die meisten der Kurse wurden bereits von Mannheimern in den letzten Jahren besucht, sodass hier mit der Anerkennung bereits alles geregelt ist und es in den Erfahrungsberichten gute Eindrücke zu den Kursen gibt. Auf der Mannheimer VWL-Seite kann man sehen, welche Kurse anerkennt werden und hat einen guten Überblick, was für Kurse meist angeboten werden (obwohl das Angebot durchaus je nach Semester variiert). Generell war das Niveau der Kurse vergleichbar mit dem Mannheimer Niveau, vielleicht war es ein wenig „einfacher“: Einerseits war der mathematische Anspruch doch etwas geringer, jedoch wird in den Kursen viel Wert auf ökonomische Literatur gelegt, was einige Arbeit verlangt hat. An sich gibt es mit je einer zweistündigen Vorlesung pro Woche und je nach Kurs zusätzlichen Tutorien (teilweise wöchentlich 1 ½ Stunden, teilweise aber auch nur vier Mal im Semester mit nur je 50 Minuten) relativ wenig Präsenzzeit. Das Niveau der Kurse und vor allem die Midterm-Abgaben/Klausuren erfordern jedoch, dass man definitiv Zeit in der Uni verbringt. Sehr gefallen haben mir die motivierten Professoren, die sich teilweise wirklich gefreut haben, wenn man in die Sprechstunde in der Mitte des Semesters oder auch kurz vor den Klausuren gekommen ist.
Auch sonst war die Betreuung wirklich ausgezeichnet: Jeder Student bekommt einen Personal Tutor, mit dem es zu Beginn des Semesters ein Gespräch gibt und man kann dort die Kurswahl durchsprechen. Ansonsten sind auch die Mitarbeiter im Visiting Student Office sehr hilfsbereit. Es ist wirklich alles sehr professionell organisiert an der Uni.
Bereits unter dem Semester ist die Main Library am George Square gut gefüllt, jedoch ist es meist gut möglich, einen Platz zu finden. Richtig voll wurde es dann natürlich in der Klausurenphase, hier sollte man am besten bis kurz nach 9 Uhr morgens in der Library sein, um sicher einen Platz zu bekommen.
Als regelmäßiger Mannheimer Mensa-Besucher hat mir auf dem Campus definitiv eine Mensa gefehlt. Es gibt im Umkreis der Uni jedoch einige ganz gute Läden (zum Beispiel Wraps, indische Restaurants oder Thai), bei denen man relativ günstig (aber immer noch deutlich teurer als in Mannheim) Lunch bekommen kann. Ansonsten bringen sich auch viele Studenten etwas mit, gerade im Library Cafe kann man sich gut hinsetzen und an einigen Stellen gibt es auch Mikrowellen.",220
250,2,"Studiert habe ich an der FGV-Escola Brasileira de Administração Pública e de Empresas. FGV hat aber auch weiter Campus, nämlich einen VWL-und einen Juracampus. Dadurch bot sich ein weites Spektrum an Kursen zur Auswahl an. Eine Bedingung jedoch war, dass zumindest 75 % der gewählten Kurse, Kurse von EBAPE waren. Außerdem müssen ja mindestens 50 Prozent der Kurse BWL-relevante Fächer sein und zu guter Letzt war es für mich persönlich wichtig, dass ich nur englische Kurse belege. So blieben nicht mehr viele Kurse zur Auswahl aber ich werde im Folgenden meine Auswahl angeben und ein wenig etwas darüber berichten.
Alle unten erwähnten Kurse konnte ich mir in Mannheim anrechnen lassen. Das Semester selbst begann wie gesagt am 31. August und endete offiziell am 20. Dezember obwohl ich meine letzte Klausur am 1. Dezember hatte. Im Vergleich zu Mannheim lässt sich sagen, dass die Kurse weitaus offener oder weniger strukturiert sind und es viel mehr diskutiert wird. Insgesamt herrscht eine sehr angenehme Lernatmosphäre. Man muss zwar während des Semesters viel lesen aber die Professoren sind mit der Benotung dann meiner Meinung nach doch recht kulant. Man sollte sich bemühen immer einen guten Eindruck bei den Professoren zu hinterlassen, da diese oft mit in die Notengebung fließen. Es gibt eine Mensa vor Ort, die zwar nicht sehr günstig ist, aber dafür wirklich gutes Essen anbietet. Auf dem Campus gibt es einen strikten Dresscode der Männern und Frauen unter anderem kurze Hosen verbietet. Dies war vor allem an sehr warmen Tagen enorm unangenehm, dafür sind die Gebäude selbst alle klimatisiert. Das International Office war immer hilfsbereit und ein guter Ansprechpartner bei Problemen.",214
736,1,"Ein Studienjahr an UNCG ist in zwei Semester aufgeteilt. Das HWS dauert i.d.R. von Mitte August bis Anfang Dezember, das FSS von Mitte Januar bis Anfang Mai, wobei wie auch in Mannheim die letzten beiden Wochen eines Semesters Klausurenphasen sind, in denen keine Vorlesungen mehr stattfinden._x000D_
Grundsätzlich sind die Kurse ganz anders aufgebaut als in Mannheim. Während man bei Vorlesungen in Mannheim (zumindest wie ich es von Politikwissenschaft & VWL kenne) am Ende des Semesters eine große Klausur schreibt, die 100% der Endnote zählt, „sammelt“ man an UNCG seine Endnote mit vielen kleinen Abgaben/Midterm-Klausuren während des Semesters zusammen. Viele kleine Prüfungsleistungen, die jeweils 10-30% der Endnote ausmachen, müssen während eines Semesters erfüllt werden und ergeben zusammengerechnet am Ende die Endnote. Dahingehend haben alle Kurse (zumindest im Politik/VWL-Bereich) an UNCG den Charakter eines Seminars gehabt, wie wir es aus Mannheim kennen. Dadurch hat man während des Semesters m.M.n. mehr Aufwand als in Mannheim, die Klausurenphasen am Ende sind jedoch deutlich entspannter, einfach weil die Klausuren nicht so viel zählen._x000D_
Generell sind die Kursgrößen viel kleiner als in Mannheim und übersteigen selten 25-30 Personen. Es ist viel mehr Kommunikation mit dem Dozenten vorhanden und wirkt oft fast wie „Schulunterricht“. Das Niveau ist schwer zu vergleichen, ich würde jedoch sagen, dass die amerikanische Lehrmethode sehr viel deskriptiver ist als die Mannheimer, und nicht so theoretisch – das kann man mögen, oder eben nicht, und leichter finden, oder eben nicht.",613
15,0,Ich habe mein Auslandssemester frühzeitig abbrechen müssen,13
67,2,"Ich muss sagen, dass ich sehr begeistert von der AAU bin! Es ist alles ein bisschen kleiner als in Mannheim, aber dafür gibt es auch keine langen Wege. Außerdem kommt man in den Luxus einer 24h Bibliothek. Alle meine belegten Kurse fand ich sehr wertvoll und vorallem für diejenigen, die ihren Schwerpunkt in der klinischen Psychologie sehen, ist Klagenfurt absolut spitze! Außerdem war es für mich eine ganz tolle Erfahrung tiefere Einblicke in die Tiefenpsychologie sowie die Psychoanalyse zu bekommen. Ich hatte so gut wie kein Vorwissen in diesen Therapierichtungen und habe innerhalb von einem Semester auf jeden Fall unglaublich viel dazu gelernt. Die Dozenten sind im allgemeinen etwas lockerer als ich es aus Mannheim kannte. Außerdem bin ich in den Genuss gekommen ausschließlich Blockveranstaltungen zu haben. So gab es immer mal wieder etwas stressigere Tage (waren trotzdem gut zu meistern), aber dafür hatte ich auch mehrfach unterm Semester 1 oder auch 2 Wochen frei._x000D_
Bei der Kursbelegung zu Anfang ist man als Erasmusstudent wirklich privilegiert. Auch wenn schon der ganze Kurs voll war, konnte ich durch eine E-Mail mit der Erklärung, dass ich Erasmusstudentin bin und manchmal Frau Thomasser im CC doch noch in jeden Kurs rein, den ich in meinem Learning Agreement angegeben hatte._x000D_
Generell habe ich das Studium in Klagenfurt als deutlich entspannter wahrgenommen und auch der Workload war deutlich geringer als in meinem restlichen Studium in Mannheim. Trotzdem hatte ich das Gefühl noch in keinem Semester so viel gelernt zu haben, was ich nach meinem Studium auch wirklich im Berufsalltag (als Psychologin/Therapeutin) gebrauchen könnte.",57
154,2,"Das Studium an der Gasthochschule, der University of New South Wales (UNSW) in Sydney, bot eine Vielzahl von Erfahrungen und Einsichten, die sowohl akademisch als auch kulturell bereichernd waren. Hier eine detaillierte Betrachtung verschiedener Aspekte meines Aufenthalts:_x000D_
Kursangebot und Niveau_x000D_
Die UNSW zeichnet sich durch ein breites Kursangebot aus. Im Vergleich zu meiner Heimatuniversität in Mannheim empfand ich das Kursniveau allerdings als eher niedrig. Dies scheint eine allgemeine Tendenz zu sein, die auch an anderen Universitäten beobachtet werden kann. Die Prüfungsarten variierten stark, mit einem Fokus auf kontinuierliche Bewertungen wie Assignments während des Semesters, Midterm-Quizzes, Gruppenarbeiten und gelegentlich auch finalen Prüfungen._x000D_
Vorlesungszeiten und Studienjahresaufbau_x000D_
Interessanterweise waren die meisten Vorlesungen an der UNSW von Montag bis Mittwoch angesetzt, was den Rest der Woche für Selbststudium, Erkundungen oder Nebenjobs freiließ. Der akademische Kalender folgt einem etwas ungewöhnlichen Schema, wobei der Term 3 verpflichtend ist, ergänzt durch entweder den Summer oder Winter Term. Meine Entscheidung fiel auf den Summer Term, wobei ich betonen möchte, dass dies eine persönliche Präferenz ist und von individuellen Umständen abhängt._x000D_
Leben auf dem Campus_x000D_
Die Arbeitsmöglichkeiten auf dem Campus waren vielfältig und angenehm gestaltet, allerdings gab es keine klassische Mensa. Stattdessen dominierte ein Angebot an Fast Food, das oft teuer, wenig und geschmacklich nicht überzeugend war. Eine Ausnahme bildete der Domino's Laden in Uni-Nähe, der durch gute und preiswerte Angebote hervorstach – eine Beobachtung, die für ganz Australien gilt._x000D_
Sprachniveau und Sprachkurse_x000D_
Das Englischsprachniveau der Professoren an der UNSW war unterschiedlich, was teilweise darauf zurückzuführen ist, dass viele Professoren selbst keine Australier sind. Dies führte zu stark variierenden Akzenten und Ausdrucksweisen. Zusätzlich war das Englischniveau einiger asiatischer Austauschstudenten oft schwach, was die Kommunikation in Gruppenarbeiten herausfordernd gestalten konnte.",134
713,1,"Vor Beginn des eigentlichen Trimesters (Anfang Oktober- Mitte Dezember), habe ich an der ESSEC die French Training Session besucht, die über 3 Wochen geht. Das würde ich auch jedem empfehlen, um Französisch zu lernen oder sein Französisch aufzubessern. Es ist eine super Gelegenheit, andere Studenten kennenzulernen, an Ausflügen teilzunehmen und Paris zu genießen, bevor die eigentliche Uni losgeht. 
Das Kursangebot an der ESSEC ist relativ vielseitig, allerdings sind die Kurse, die im jeweiligen Trimester angeboten werden, oft begrenzt. Von der ESSEC haben wir ziemlich früh einen vorläufigen Kurskatalog erhalten mit Kursen aus dem letzten Jahr. Daraufhin habe ich meine Learning Agreements zur Anerkennung in Mannheim eingeholt. 1 Woche vor der offiziellen Kursanmeldung (first-come-first-serve), wurde uns dann der finale Kursplan für das Trimester zugeschickt und die meisten meiner vorher ausgewählten Kurse waren nicht vertreten. Das Angebot war generell ziemlich beschränkt. Somit musste ich dann in der einen Woche nochmal zusätzliche Learning Agreements abschließen, was etwas stressig war, weil viele Lehrstühle im Urlaub waren. Am Tag der Kursanmeldung hab ich mich direkt zu Beginn der Deadline für meine Kurse registriert und auch alle bekommen, da Austauschstudenten vor allen anderen ihre Kurse wählen dürfen. Ich habe 4 Kurse belegt, die alle in Mannheim angerechnet werden. Vor Beginn des Semesters gibt es eine Intensiv-Woche, in der man einen Kurs in 5 Tagen belegen kann und dann fertig ist. Dazu habe ich mich auch entschlossen, um im Semester mehr Zeit zur Erkundung von Paris zu haben. Die Woche war aber wirklich ziemlich intensiv, da man sehr viel Uni hat und wir nebenbei noch eine 90-minütige Unterrichtseinheit zu 10 Leuten halten mussten, und am Freitag eine Klausur hatten. Eine Woche danach mussten wir dann noch ein professionelles Wrap-up Video einreichen, was wir im Video-Raum der ESSEC erstellen konnten und anschließend schneiden und editieren mussten, etc. Das war alles sehr zeitintensiv und anstrengend. 
Das Studium an der ESSEC ist komplett anders als in Mannheim. Die Kurse sind sehr klein (mein größter Kurs hatte maximal 50 Leute), man muss oft mündlich mitarbeiten, die Anwesenheit wird kontrolliert und es gibt Gruppenarbeiten, Gruppenarbeiten, Gruppenarbeiten und noch mehr Gruppenarbeiten. Es fühlt sich also etwas so an, als sei man zurück in der Schule. 
Der Aufwand verteilt sich über das gesamte Semester, da man ständig Case Studies und Präsentationen hat und in einigen Kursen auch Midterm-Klausuren. Somit entfällt der Stress am Ende, da die finalen Klausuren nicht mehr allzu viel zählen. Die Gruppenarbeiten können aber mitunter ziemlich anstrengend sein, weil viele Studenten (besonders die Franzosen) nicht sehr motiviert sind, da sie nur bestehen wollen und sich nicht großartig für ihre Noten interessieren. Da die von uns belegten Kurse allerdings in Mannheim mit Punkten angerechnet werden, kann es also etwas anstrengend werden, wenn man einen Großteil der Arbeit allein macht, da die Gruppenmitglieder unzuverlässig sind und eher oberflächlich arbeiten. Wenn man allerdings darauf achtet, dass man eine gute Gruppe hat, kann es auch Spaß machen, gut funktionieren und man bekommt faire Noten. Generell würde ich das Kursniveau niedriger als in Mannheim einschätzen. Die Klausuren waren gut machbar und fair. 
Organisatorisch ist die Uni Mannheim der ESSEC aber um einiges voraus. In vielen Dingen schien es an der ESSEC etwas unorganisiert und chaotisch. 
Der Campus der ESSEC ist nicht sonderlich groß und auch nicht sonderlich schön. Es gibt eine überteuerte Cafeteria mit Fast-Food und einige Bistros etc. in der Nähe der Uni. Ansonsten bietet die Uni alles was man braucht: Learning Center, Gym, etc. Da ich meine Zeit aber lieber in Paris verbracht habe und nicht auf dem Campus, kann ich nicht viel dazu sagen.",594
